mae,yerr
12.922742241578499,0.22076580517937355
12.801125455242445,0.5108035627732592
12.90236017626656,0.616873265594351
12.857067684986731,0.4680762006376888
12.118136147873617,0.5899394436502561
11.373251184802077,0.7828902882240212
10.433197704375692,1.238423970744871
8.132253108125877,1.6397184915320113
5.748911846255173,0.6836667471113057
4.240838273100802,0.5419793367449928
3.787362548812168,0.48822372437864636
3.4388796316496624,1.1526858912655547
3.60182707552498,1.0630922747364113
2.6969678492076983,0.07667689214172006
3.1142068399905,2.150769749787386
