mae,yerr
9.58170491016833,0.10994178240791659
9.658863310269126,0.1816809541696665
9.644155105333803,0.19241366795783293
9.54350959946876,0.270224209479326
9.298230071109074,0.23991422308153154
9.097915324753872,0.31017105568473
8.829342601788252,0.4292215371974684
8.541049482849724,0.44370534571607967
8.27596480825667,0.5429435171596418
7.88818941425789,0.36019219768403016
7.523834060693718,0.2078420254250476
6.616217401888664,0.46514814011799077
5.875871514315843,0.19683033213932566
5.315030534327994,0.4940001424486297
5.12768438905532,0.023293380710734474
8.067269402760333,0.012384016413942892
