mae,yerr
8.468732172290949,0.028515899965398318
7.743029877179704,0.664592350881855
7.061192281084494,0.06478865500336689
7.072890731183731,0.13016751888360484
6.93376230028176,0.06620220834861802
6.866946433432148,0.08376415765088585
8.097634667223419,0.0462325084593817
8.036258897491287,0.020192487988418346
6.245035619814879,0.06643593790419605
5.827738525994001,0.0662887363326378
5.631359158065725,0.21010786854106314
6.720444889798628,1.345834459510095
5.348322370052554,0.21540662394223897
5.061729951122191,0.2091130351989159
4.882753415679598,0.22311258260854053
4.773248681320196,0.15306803975308192
4.567781364674922,0.10018276046269875
4.4114974821025355,0.10773365258400577
4.08205540228409,0.15113274287538736
3.9614398848017625,0.14333177512461343
4.007478895538166,0.1050383300184977
3.911866131717345,0.1196121824912173
3.5214150955913364,0.19015963041258716
3.351155625541868,0.16007879323806193
2.852482463733733,0.28873472513950543
2.862698178341678,0.36764453128134517
2.8948197868757006,0.4262177551073842
2.8551375485458075,0.4240932030554617
2.513147270343019,0.24336288832262312
2.430589384154205,0.18066430253344262
2.4161353172414946,0.15239657329694686
2.383754680059869,0.056475599810097456
2.3534255542525035,0.0509532959463889
2.340209640032348,0.053811590131412124
2.3177483804037036,0.05677189366054811
2.2863278980274244,0.05423043661523318
2.2142912999639632,0.22367278719556855
2.0131027563157473,0.044493959970808884
2.0820082445179575,0.06693029643209286
2.1591051949604605,0.1272478134607209
2.1710842250938387,0.21126538014594645
2.187508001445821,0.3691650792319939
2.241299483055766,0.37578503991867707
2.344664536552458,0.396733868100262
2.4519531845330236,0.4092722879820104
2.5828167873183707,0.4877240807460027
2.6122280003908105,0.5171747234902927
2.514418295521908,0.5513041380700551
2.340132604892211,0.5329458121785999
1.7794553125939225,0.5360711971599227
1.809186039313732,0.37342266501274585
1.64117718637751,0.060567030307190316
1.5705229663054732,0.12245496434350756
1.359542176735572,0.08134099258663385
1.3778824716199745,0.1905175652690371
1.3803541319735313,0.04558601255899449
