target_mae,yerr
4.664733973074798,0.6398413878326339
4.25667649991502,0.5081865649858629
3.3180853856129375,1.1124725261337693
3.330398608156669,1.1150057760979115
3.335361213540286,1.116028266474391
3.3321969474245168,1.1297146478824582
4.664732687938591,0.6398403022260688
4.663800554152697,0.6403093666934503
3.285500611556247,1.0931900816629374
3.290743454747694,1.092550792651042
3.371867756683185,1.1257034594256565
2.5762340181884067,1.3367550122964649
2.5090295612664817,1.2665113754723982
2.462456187407222,1.2339838032891224
2.3665281492982255,1.2004916565507158
2.344840868315225,1.1938416270129923
2.295085539022684,1.1894569891938405
2.2775324558891588,1.1906302976130858
2.221025638465162,1.2044665166647923
1.9746115294324065,1.1842632113112006
1.9226358308250626,1.181391313801708
2.0181925235118023,1.2636077541511983
1.992951723524242,1.200393086094822
1.995568083054393,1.1989251224002904
1.9661372559634291,1.1555542457351002
1.9551564162280322,1.15541155910072
1.9493415804844572,1.1605621414292675
1.933530741166333,1.1585820861605247
1.9357205236243928,1.1957413222794235
2.054343693761028,1.1324735247499504
2.141623139328253,1.15737971895655
2.1499092221428877,1.1531726054909497
2.0618215697915745,1.1955254348166091
2.0492648821871113,1.1965520444491395
1.87878646759036,1.105184503619836
1.844089836046417,1.1059600000198544
1.833470148782857,0.9904197956275003
1.8986003388362536,0.9026821725551797
1.898692878115021,0.9113952839162538
2.325495953495032,1.638272135333173
2.3198293711435825,1.6621025155303537
2.2873152610029144,1.6400939046369236
2.268755501882439,1.665163444091827
2.261515894547807,1.6929614485258233
2.175321488295299,1.7412147981632033
2.214677891319732,1.734919155499411
3.065094648498906,2.245390128668395
2.8464294524673193,2.038369345124238
2.837078636787949,2.0026179187354334
2.184214774121356,1.2574048066256165
2.1707110639640383,1.256639939242136
2.140510971784054,1.2618656274669937
2.0977341975457464,1.249030969500958
2.168117781635957,1.2218903776607624
2.1457132084513364,1.2515701003388588
2.142978150250055,1.2579826370686198
