mae,yerr
12.058314956666655,1.1893947274397139
11.258868247377764,1.139387161820675
10.952604003780664,1.1914209724922689
9.3978885728332,1.319334601189702
7.914013394997072,0.9178627370093339
7.829248942743499,1.3347761896556307
7.480447689446706,1.126818986568285
7.3213725059177435,1.0436717947954663
7.282522575872131,0.8039501706484063
6.758154144666908,0.6772547964001391
6.789021968188959,0.7609829555036709
6.152248041992394,0.73078698771673
6.425466016261126,1.0080067662365448
6.036288972065094,0.788711624522463
4.983121979051548,0.6542175134175863
4.325972558099715,3.14952951579938
