target_mae,yerr
4.664733973074798,0.6398413878326339
4.263543741620545,0.5087769418615801
3.3341206577114204,1.1322004278973137
3.451296374042565,1.0602378569741042
3.3476730312923864,1.1281161007344733
3.331337946753106,1.0993800718091258
4.664733204454279,0.6398410955879678
4.66473375276879,0.6398409919741075
2.930923110590237,1.1616262693121455
2.9259019556253563,1.15067783021883
2.7737641456853956,0.9959140489380514
3.9824378854818954,0.6139014531111611
2.7765243403431477,1.0505539002446735
2.778583380974253,1.0574358671689703
2.175694019166302,1.217295293831305
2.1832280933032475,1.226383518027393
2.1468570092678054,1.2073902798304637
2.1080140220744257,1.1849682716154175
2.01726155716888,1.1603522961901434
2.0003614052108807,1.1708454224048293
1.9618068241806228,1.207461258733046
1.9316289247840477,1.2258111984492508
1.9326014235353897,1.219594812647523
1.951571180393809,1.2328976227021735
2.019541437667882,1.2239175763029724
2.015298444939719,1.2231688786301491
2.020887307058029,1.2033714633803747
1.9993700273672346,1.1982698519891204
1.9683925580324722,1.1814363803524102
2.0032771367373288,1.2320820711590592
2.115607868448034,1.1502391839907293
2.194409349838659,1.17908596068116
2.1080846619087814,1.2182797261822123
2.1031659974588917,1.223437717441936
1.8764478817629893,1.1730802709475419
1.8566911753773185,1.147363110376212
1.8662564966718973,1.0228849149359212
1.9407503593321638,0.9322385054076927
1.9385083976130701,0.9429893339861212
2.350875658258652,1.6358753788640783
2.3191907961195857,1.6143028537857984
2.299626936578119,1.6414305723418348
2.318273682760875,1.677415376580778
2.314490909141608,1.7049738390170035
2.216803097688107,1.7521714709252887
2.2311301280952787,1.738182848047483
3.082370102533098,2.2424521737535112
2.184562418032202,1.278543515024791
2.1675114945308143,1.2682489430347472
2.1626609091755777,1.2642657469858702
2.163536104636466,1.2643891568800296
2.1577245936322846,1.2681836683959713
2.111879583889839,1.2568867018314795
2.18367908718642,1.2283730041360352
2.161279510364786,1.259169817088712
2.158367535237816,1.266456211746132
