mae,yerr
10.995490956027371,3.0480902017962923
8.543201665532091,2.118980246371891
7.2691679529410225,1.888655090588943
6.038651368091639,2.2477410604015957
5.100701276966897,0.9052451396135575
3.9467277659140962,1.119454155713424
3.1017202120755125,0.7838593437418702
2.8744583363195213,0.584489460586382
2.5837539978280213,0.3603131223477329
2.2717337582820223,0.24679119646135758
2.1504095149379077,0.2917978287020021
1.9462156551448395,0.2804786965146554
1.7933845411141618,0.1113397144166286
1.7441183857733478,0.11436068652984063
1.6632480588905878,0.0945045803605894
1.5727671518226978,0.09271758045437796
1.5528328765184862,0.1260905421515993
1.5149625716785173,0.1206107079881669
1.4509667701847064,0.12410878053436275
1.4024533651540163,0.13225962543585681
1.4618735734568187,0.22844010064611076
1.428967169262578,0.23949215091053927
1.2742240891282661,0.29449316012362686
1.136068204005669,0.26253533810613416
1.0084332801094418,0.20018889502539292
0.9573931841474055,0.20630223977398993
0.9337627118560601,0.204247872488764
0.9461113512000414,0.43397100130169736
